name	id	coaching_history	current_team_head_coached
Bill Belichick	/guid/9202a8c04000641f80000000002fb707		New England Patriots
Ray Graves	/guid/9202a8c04000641f80000000008db4ea		
Raymond Berry	/guid/9202a8c04000641f8000000000211233		
Glenn Presnell	/guid/9202a8c04000641f80000000003dfcb0		
Randy Shannon	/guid/9202a8c04000641f80000000008aec1a		
Tom Cable	/guid/9202a8c04000641f80000000047253b5		Oakland Raiders
Joe Lee Dunn	/guid/9202a8c04000641f8000000004745867		
Bo Pelini	/guid/9202a8c04000641f80000000046981b3		
Dave McGinnis	/guid/9202a8c04000641f80000000007fe9c6	/guid/9202a8c04000641f8000000009c77af1	
Bill Mallory	/guid/9202a8c04000641f800000000076f24e		
Bump Elliott	/guid/9202a8c04000641f80000000008b972f		
Tommy Hudspeth	/guid/9202a8c04000641f8000000000acd919	/guid/9202a8c04000641f8000000009c78271	
Willie Totten	/guid/9202a8c04000641f8000000000a1d65a		
Ellis Rainsberger	/guid/9202a8c04000641f8000000000d79176		
Lloyd Eaton	/guid/9202a8c04000641f8000000000d46cde		
Dale Lennon	/guid/9202a8c04000641f8000000000a433f8		
Bill Arnsparger	/guid/9202a8c04000641f8000000000a91c17	/guid/9202a8c04000641f8000000009c78072	
Roy Lester	/guid/9202a8c04000641f8000000000cc9e53		
Jim Lind	/guid/9202a8c04000641f80000000011c83c8		
Lewie Hardage	/guid/9202a8c04000641f800000000473b1b8		
Dana X. Bible	/guid/9202a8c04000641f800000000463c775		
Gus Malzahn	/guid/9202a8c04000641f80000000047d1e26		
Chip Beake	/guid/9202a8c04000641f80000000056651c3		
Ken Zampese	/guid/9202a8c04000641f800000000467af70		
Charlie Taaffe	/guid/9202a8c04000641f80000000055e1ef4		
Jess Neely	/guid/9202a8c04000641f800000000465c7e8		
Shawn Slocum	/guid/9202a8c04000641f80000000047f6589		
Carl M. Voyles	/guid/9202a8c04000641f800000000474781b		
Ryan Nielsen	/guid/9202a8c04000641f80000000046d2437		
Skip Peete	/guid/9202a8c04000641f80000000055bf8e3		
Jeff Genyk	/guid/9202a8c04000641f800000000474089e		
Gene Stallings	/guid/9202a8c04000641f800000000050c7ed	/guid/9202a8c04000641f8000000009c77add	
Ted Roof	/guid/9202a8c04000641f800000000073e04e		
Rocky Long	/guid/9202a8c04000641f800000000073ae53		
Larry Smith	/guid/9202a8c04000641f8000000000d21816		
Greg Schiano	/guid/9202a8c04000641f8000000000b34b2f		
Steve Owen	/guid/9202a8c04000641f8000000000b7070a	/guid/9202a8c04000641f8000000009c78062	
Bob Babich	/guid/9202a8c04000641f8000000000b983bf		
Sam Anno	/guid/9202a8c04000641f8000000000a24d86		
Gary Darnell	/guid/9202a8c04000641f80000000008d50af		
Warren B. Woodson	/guid/9202a8c04000641f80000000011c0f1a		
Ron Waller	/guid/9202a8c04000641f8000000005771fb7	/guid/9202a8c04000641f8000000009cdd100	
Bob Price	/guid/9202a8c04000641f8000000005c01b45		
Phil Cutchin	/guid/9202a8c04000641f80000000056b7864		
Dick Harlow	/guid/9202a8c04000641f8000000000b340aa		
Sammy Baugh	/guid/9202a8c04000641f8000000000336ce2	/guid/9202a8c04000641f8000000009cdc485,/guid/9202a8c04000641f800000000a1bb423	
Billy Brewer	/guid/9202a8c04000641f8000000000926111		
Bob Woodruff	/guid/9202a8c04000641f80000000008db660		
Bobby Williams	/guid/9202a8c04000641f8000000000d7963a		
Ed Kezirian	/guid/9202a8c04000641f80000000005e3834		
Wayne Fontes	/guid/9202a8c04000641f80000000007fe7ac	/guid/9202a8c04000641f8000000009c7827d	
P. J. Fleck	/guid/9202a8c04000641f800000000093a857		
Shane Montgomery	/guid/9202a8c04000641f8000000000bec189		
Dale Steele	/guid/9202a8c04000641f80000000008393c4		
Lou Tepper	/guid/9202a8c04000641f8000000000c60951		
Jerry Williams	/guid/9202a8c04000641f8000000000ae4fd2	/guid/9202a8c04000641f8000000009c77643	
John Pont	/guid/9202a8c04000641f80000000009564a6		
Harold Iddings	/guid/9202a8c04000641f8000000000ca61ca		
Francis Schmidt	/guid/9202a8c04000641f8000000000da0b9d		
Joe Lombardi	/guid/9202a8c04000641f8000000000a82bfa		
Jim Ringo	/guid/9202a8c04000641f80000000008315dd		
Darryl Rogers	/guid/9202a8c04000641f8000000000913d8e	/guid/9202a8c04000641f8000000009c78279	
William A. Reynolds	/guid/9202a8c04000641f800000000472ca4c		
Mike Dwojak	/guid/9202a8c04000641f80000000056b669d		
George Clark	/guid/9202a8c04000641f80000000046f0999	/guid/9202a8c04000641f8000000009c78245,/guid/9202a8c04000641f8000000009c78239	
Phillip Arbuckle	/guid/9202a8c04000641f8000000004726515		
Steve Ortmayer	/guid/9202a8c04000641f8000000005756aaf		
Lyle Setencich	/guid/9202a8c04000641f80000000011c907e		
Winfield Angus	/guid/9202a8c04000641f8000000006f7bb7f		
Lee Royer	/guid/9202a8c04000641f800000000769fda3		
Raymond A. Curfman	/guid/9202a8c04000641f80000000056d083c		
Luke Johnsos	/guid/9202a8c04000641f80000000047932b7	/guid/9202a8c04000641f8000000009c77343	
D. V. Graves	/guid/9202a8c04000641f800000000463fa8a		
Tom Dandelet	/guid/9202a8c04000641f80000000056d0bff		
Ron Middleton	/guid/9202a8c04000641f800000000566f8d2		
Ron Blaylock	/guid/9202a8c04000641f8000000006ec1493		
Ron Chismar	/guid/9202a8c04000641f8000000006ee7eaa		
Howard Lynch	/guid/9202a8c04000641f8000000006b48fea		
Norman Barry	/guid/9202a8c04000641f8000000009c77bd5	/guid/9202a8c04000641f8000000009c77a6d	
Jim Aiken	/guid/9202a8c04000641f800000000463bf1d		
James Hopper	/guid/9202a8c04000641f80000000046acbff		
Jim Sweeney	/guid/9202a8c04000641f800000000465e4ef		
Paul Bixler	/guid/9202a8c04000641f8000000000db5994		
Pat Fitzgerald	/guid/9202a8c04000641f8000000000d4fcb2		
Bob Hollway	/guid/9202a8c04000641f8000000000ad63e4	/guid/9202a8c04000641f8000000009c77ac9	
Fred von Appen	/guid/9202a8c04000641f80000000055b6faf		
Brian VanGorder	/guid/9202a8c04000641f800000000469e523		
Frank Herbold	/guid/9202a8c04000641f80000000056b7e89		
DeWayne Walker	/guid/9202a8c04000641f80000000046e7a3f		
Tommy Tuberville	/guid/9202a8c04000641f80000000004ccee4		
Bill Callahan	/guid/9202a8c04000641f80000000005d171e	/guid/9202a8c04000641f8000000009d8bff6	
Earle \"Greasy\" Neale	/guid/9202a8c04000641f800000000079a71e	/guid/9202a8c04000641f8000000009c77623	
Nick Saban	/guid/9202a8c04000641f80000000002e1b44		
Vince Dooley	/guid/9202a8c04000641f800000000061b689		
Owen Samuels	/guid/9202a8c04000641f8000000006ec13b7		
Clyde Biggers	/guid/9202a8c04000641f8000000006f7bcc9		
Jim Heacock	/guid/9202a8c04000641f8000000006ec65b8		
Wilson Matthews	/guid/9202a8c04000641f8000000006b679f7		
Dave Clawson	/guid/9202a8c04000641f8000000006f80d01		
Ken Shipp	/guid/9202a8c04000641f8000000006ede0a8	/guid/9202a8c04000641f8000000009cdc495	
Ward Haylett	/guid/9202a8c04000641f8000000006edf84c		
Forrest Douds	/guid/9202a8c04000641f8000000000e8bdc7	/guid/9202a8c04000641f8000000009cdc8cb	
Otis Douglas	/guid/9202a8c04000641f8000000000f3eca5		
Jim Leonard	/guid/9202a8c04000641f8000000000e8b411	/guid/9202a8c04000641f8000000009cdc8eb	
Charley Winner	/guid/9202a8c04000641f8000000000a54109	/guid/9202a8c04000641f8000000009cdc491,/guid/9202a8c04000641f8000000009c77ac5	
Larry Beightol	/guid/9202a8c04000641f80000000008ab784		
Hal Mumme	/guid/9202a8c04000641f80000000009be568		
John G. Griffith	/guid/9202a8c04000641f8000000000d7aed9		
Irl Tubbs	/guid/9202a8c04000641f8000000000d79bf4		
Gary Patterson	/guid/9202a8c04000641f800000000099f8ce		
George Little	/guid/9202a8c04000641f8000000000c82faf		
Mike Holovak	/guid/9202a8c04000641f8000000000a2216b	/guid/9202a8c04000641f8000000009cdc49d	
Dan McCarney	/guid/9202a8c04000641f8000000000b19902		
Carl Smith	/guid/9202a8c04000641f8000000000a83432		
Joe Glenn	/guid/9202a8c04000641f8000000000a698a3		
Hudson Houck	/guid/9202a8c04000641f8000000000c47764		
Dennis Green	/guid/9202a8c04000641f80000000004ccdc8	/guid/9202a8c04000641f8000000009c7773e,/guid/9202a8c04000641f8000000009c77af5	
Nolan Cromwell	/guid/9202a8c04000641f800000000081a856		
Wayne Millner	/guid/9202a8c04000641f8000000000b48d85	/guid/9202a8c04000641f8000000009c7762b	
Bobby Turner	/guid/9202a8c04000641f8000000000af5e8b		
Hamp Pool	/guid/9202a8c04000641f8000000000b2e92b	/guid/9202a8c04000641f8000000009c77de9	
Alpha Brumage	/guid/9202a8c04000641f8000000000ee7e1b		
George Blackburn	/guid/9202a8c04000641f8000000000c46867		
Tommy West	/guid/9202a8c04000641f8000000000cd4b13		
Darren Perry	/guid/9202a8c04000641f8000000000b2ca0b		
George Kelley	/guid/9202a8c04000641f8000000000d7b320		
Spike Dykes	/guid/9202a8c04000641f8000000000d57ab9		
Dick Tomey	/guid/9202a8c04000641f8000000000987647		
Rich Stubler	/guid/9202a8c04000641f8000000006c4320f		
Ira Pratt	/guid/9202a8c04000641f8000000006edf791		
Horace Botsford	/guid/9202a8c04000641f8000000006ec13a1		
Kevin Sumlin	/guid/9202a8c04000641f8000000006be06f0		
Hal McAfee	/guid/9202a8c04000641f800000000734ec70		
Duane Akina	/guid/9202a8c04000641f80000000055adfc3		
Richard Kent	/guid/9202a8c04000641f80000000056622ec		
Tuss McLaughry	/guid/9202a8c04000641f8000000005c27684		
Eddie Robinson	/guid/9202a8c04000641f8000000005c2c4c7		
Dante Scarnecchia	/guid/9202a8c04000641f8000000005614537		
Greg Robinson	/guid/9202a8c04000641f800000000053d378		
Fred Bennion	/guid/9202a8c04000641f800000000472649c		
Walt Kiesling	/guid/9202a8c04000641f80000000007810f1	/guid/9202a8c04000641f8000000009cdc8db,/guid/9202a8c04000641f8000000009cdc8fb,/guid/9202a8c04000641f8000000009cdc8e7	
Kay Stephenson	/guid/9202a8c04000641f8000000000802b9b		
Gregg Williams	/guid/9202a8c04000641f80000000004c7ca1		
Emmitt Thomas	/guid/9202a8c04000641f8000000000835364	/guid/9202a8c04000641f8000000009c78725	
Frank Broyles	/guid/9202a8c04000641f80000000001c8d7b		
Mike Tice	/guid/9202a8c04000641f8000000000395c7e	/guid/9202a8c04000641f8000000009c77742	
Jim Wacker	/guid/9202a8c04000641f80000000001c35e8		
Don Peden	/guid/9202a8c04000641f8000000000a48fb7		
Ray Nagel	/guid/9202a8c04000641f8000000000dcd28b		
Lisle Blackbourn	/guid/9202a8c04000641f800000000083e9fb	/guid/9202a8c04000641f8000000009c7785c	
Bo McMillin	/guid/9202a8c04000641f8000000000af4a8c	/guid/9202a8c04000641f8000000009c77627,/guid/9202a8c04000641f8000000009c78255	
Sonny Randle	/guid/9202a8c04000641f8000000000ae2343		
Jim Tatum	/guid/9202a8c04000641f8000000000cc9f5b		
Bob Blackman	/guid/9202a8c04000641f80000000009f85ab		
Robert Zuppke	/guid/9202a8c04000641f80000000005bba47		
Brian Schottenheimer	/guid/9202a8c04000641f8000000000a82ce3		
Galen Hall	/guid/9202a8c04000641f80000000008d53b5		
Ernie Nevers	/guid/9202a8c04000641f800000000034ba52	/guid/9202a8c04000641f8000000009c77a91,/guid/9202a8c04000641f8000000009c77a7d	
Clarence Spears	/guid/9202a8c04000641f8000000000cc9fee		
Carl Franks	/guid/9202a8c04000641f800000000073e0f3		
Jon Gruden	/guid/9202a8c04000641f80000000004253c5	/guid/9202a8c04000641f8000000009d8bff2	Tampa Bay Buccaneers
Andy Talley	/guid/9202a8c04000641f80000000091cd789		
Ralph Graham	/guid/9202a8c04000641f8000000000d794d7		
Eddie Cameron	/guid/9202a8c04000641f80000000006074a4		
R. C. Slocum	/guid/9202a8c04000641f8000000000952644		
Gil Haskell	/guid/9202a8c04000641f8000000000e0fd93		
Pete Carroll	/guid/9202a8c04000641f80000000002ce742	/guid/9202a8c04000641f8000000009cdc4ad	
H. F. Fisher	/guid/9202a8c04000641f8000000000d7b3b0		
Darrell Royal	/guid/9202a8c04000641f80000000002d01fd		
Ralph Young	/guid/9202a8c04000641f8000000000d79794		
Keith Gilbertson	/guid/9202a8c04000641f8000000000d21701		
Mike Donahue	/guid/9202a8c04000641f80000000011bf5c9		
Bill Fetzer	/guid/9202a8c04000641f80000000046783bb		
Jesse Harper	/guid/9202a8c04000641f8000000005c27427		
Pete Mangurian	/guid/9202a8c04000641f80000000056145fd		
Henry Schulte	/guid/9202a8c04000641f800000000463c85c		
Jack Harbaugh	/guid/9202a8c04000641f80000000047259c4		
Heartley Anderson	/guid/9202a8c04000641f80000000046782f5	/guid/9202a8c04000641f8000000009c7733f	
C. R. Williams	/guid/9202a8c04000641f800000000465a3d2		
Joe Maddock	/guid/9202a8c04000641f800000000463bfcd		
Elmer Layden	/guid/9202a8c04000641f80000000003071b1		
Sam Francis	/guid/9202a8c04000641f8000000000904015		
Jack Faber	/guid/9202a8c04000641f8000000000cca0fe		
Ralph C. Wilson Jr.	/guid/9202a8c04000641f80000000001eaf1b		
Jim Tressel	/guid/9202a8c04000641f800000000053b419		
Frank Howard	/guid/9202a8c04000641f80000000003344a4		
Nile Kinnick	/guid/9202a8c04000641f800000000051ddfc		
John McNally	/guid/9202a8c04000641f80000000007b7ad8	/guid/9202a8c04000641f8000000009cdc8d7	
Tommy Prothro	/guid/9202a8c04000641f8000000000ab473a	/guid/9202a8c04000641f8000000009cdd104,/guid/9202a8c04000641f8000000009c77dfd	
Fisher DeBerry	/guid/9202a8c04000641f8000000000889819		
Pappy Waldorf	/guid/9202a8c04000641f8000000000d43ed6		
James Phelan	/guid/9202a8c04000641f8000000004640c5e		
Dave Roberts	/guid/9202a8c04000641f80000000056ced5b		
Ed Troxel	/guid/9202a8c04000641f800000000461486f		
Tony Savage	/guid/9202a8c04000641f80000000056d06da		
Mike Barry	/guid/9202a8c04000641f80000000047f64ad		
Mike Sanford	/guid/9202a8c04000641f8000000004670f4b		
Mike Ahearn	/guid/9202a8c04000641f8000000006edf815		
Maynard O'Brien	/guid/9202a8c04000641f8000000006f7bc7c		
Leon Burtnett	/guid/9202a8c04000641f8000000006f9b4e6		
Gus Dorais	/guid/9202a8c04000641f80000000046f12ed	/guid/9202a8c04000641f8000000009c78251	
Rick Minter	/guid/9202a8c04000641f800000000463fefb		
Boyd Chambers	/guid/9202a8c04000641f800000000474691c		
Bob Evans	/guid/9202a8c04000641f8000000006eba360		
Billy P. Williamson	/guid/9202a8c04000641f8000000006edf7a7		
Fred O'Connor	/guid/9202a8c04000641f800000000732c00d	/guid/9202a8c04000641f8000000009c7891b	
Frank J. O'Neill	/guid/9202a8c04000641f8000000006f2fd3f		
Larry Brinson	/guid/9202a8c04000641f8000000006b497de		
Dave Kragthorpe	/guid/9202a8c04000641f80000000045f2257		
Pokey Allen	/guid/9202a8c04000641f8000000005727669		
Carl Snavely	/guid/9202a8c04000641f800000000473e9c2		
John Maulbetsch	/guid/9202a8c04000641f8000000005585f9a		
Todd Dodge	/guid/9202a8c04000641f8000000004712efc		
Sam Willaman	/guid/9202a8c04000641f80000000046365ac		
William Henry Dietz	/guid/9202a8c04000641f8000000000cc6a97	/guid/9202a8c04000641f8000000009c7844d	
Steve Sloan	/guid/9202a8c04000641f8000000000d57879		
Ken Hatfield	/guid/9202a8c04000641f8000000000d21c13		
Bob Valesente	/guid/9202a8c04000641f8000000000cfefb0		
Bill Dooley	/guid/9202a8c04000641f8000000000d21b1f		
Joe Steffy	/guid/9202a8c04000641f8000000000f39eba		
Larry Kelley	/guid/9202a8c04000641f80000000009486f6		
S. M. Cooke	/guid/9202a8c04000641f8000000000cca518		
Fritz Crisler	/guid/9202a8c04000641f800000000055a349		
Gary Nord	/guid/9202a8c04000641f8000000000d93369		
Wally Lemm	/guid/9202a8c04000641f8000000000a9773b	/guid/9202a8c04000641f8000000009c77ac1	
Harold Elliot	/guid/9202a8c04000641f8000000006c3eb9a		
Thurman Jones	/guid/9202a8c04000641f8000000007b5052a		
W.S. \"Billy\" Bates	/guid/9202a8c04000641f8000000006ee7bcf		
Scott Linehan	/guid/9202a8c04000641f80000000009f996f	/guid/9202a8c04000641f8000000009c77e22	
Tom Landry	/guid/9202a8c04000641f800000000014fea3	/guid/9202a8c04000641f8000000009c7886c	
Kirk Ferentz	/guid/9202a8c04000641f80000000004d8bf7		
Ken Whisenhunt	/guid/9202a8c04000641f8000000000a4e2f5		Arizona Cardinals
Ron Prince	/guid/9202a8c04000641f8000000000a6a77f		
Chris Petersen	/guid/9202a8c04000641f800000000095f632		
Ernie Davis	/guid/9202a8c04000641f8000000000811131		
Denny Stolz	/guid/9202a8c04000641f8000000000da09ce		
Don Breaux	/guid/9202a8c04000641f8000000000a80459		
Houston Nutt	/guid/9202a8c04000641f8000000000230908		
Lee McClung	/guid/9202a8c04000641f80000000011c62b0		
Bill Stewart	/guid/9202a8c04000641f8000000006f2623f		
John Lamb	/guid/9202a8c04000641f8000000006ec1375		
George Edwards	/guid/9202a8c04000641f8000000006f82d8b		
Todd Berry	/guid/9202a8c04000641f8000000006c3b89e		
Tony Franklin	/guid/9202a8c04000641f8000000006ecc653		
Bud Riley	/guid/9202a8c04000641f8000000005e19ced		
Thomas Briggs	/guid/9202a8c04000641f8000000006f7bab8		
Peter Giunta	/guid/9202a8c04000641f8000000006ebf3f2		
Jimmie Keeling	/guid/9202a8c04000641f8000000006b45eac		
Bill Austin	/guid/9202a8c04000641f8000000000842b00	/guid/9202a8c04000641f8000000009c78485,/guid/9202a8c04000641f8000000009cdc907	
Don McCafferty	/guid/9202a8c04000641f8000000000a84681	/guid/9202a8c04000641f8000000009c78269	
Bill Parcells	/guid/9202a8c04000641f80000000001c3137	/guid/9202a8c04000641f800000000a1325df,/guid/9202a8c04000641f800000000a1325ea,/guid/9202a8c04000641f800000000a1325d5,/guid/9202a8c04000641f800000000a1325cc,/guid/9202a8c04000641f8000000009c78896,/guid/9202a8c04000641f8000000009c7807e,/guid/9202a8c04000641f8000000009cdc4b5	
Mike Leach	/guid/9202a8c04000641f80000000008752b0		
Kevin Gilbride	/guid/9202a8c04000641f80000000007fe593	/guid/9202a8c04000641f8000000009cdd118	
Terry Shea	/guid/9202a8c04000641f8000000004725a32		
George Bohler	/guid/9202a8c04000641f8000000004670ccc		
Phil Bennett	/guid/9202a8c04000641f800000000463c5ff		
Damon Wetzel	/guid/9202a8c04000641f800000000820c4bc	/guid/9202a8c04000641f8000000009c77dc5	
Jerry Kill	/guid/9202a8c04000641f8000000006ec159b		
Doc Urich	/guid/9202a8c04000641f8000000006c49e87		
Victor M. Place	/guid/9202a8c04000641f8000000006f2fdce		
Charles McCarthy	/guid/9202a8c04000641f8000000000f3677a		
Tim Rose	/guid/9202a8c04000641f8000000000c2ef56		
Ed Price	/guid/9202a8c04000641f8000000000cfef79		
Tom Brookshier	/guid/9202a8c04000641f8000000000ac1178		
Bunnie Oakes	/guid/9202a8c04000641f8000000000da03d1		
Chris Ault	/guid/9202a8c04000641f80000000008c4dbe		
Andrew L. Smith	/guid/9202a8c04000641f80000000009a8c86		
H.K. Cassidy	/guid/9202a8c04000641f8000000006ee7c1c		
Pat “Gravy” Patterson	/guid/9202a8c04000641f8000000006b6bc7e		
Dave Hoover	/guid/9202a8c04000641f8000000006ec1564		
Jim Lance	/guid/9202a8c04000641f8000000006ec149e		
Steve Dunlap	/guid/9202a8c04000641f8000000006fa0fe5		
Tom Reed	/guid/9202a8c04000641f8000000000c7ea3e		
Earnest Byner	/guid/9202a8c04000641f80000000004bcaf8		
J.D. Roberts	/guid/9202a8c04000641f8000000000f3417f	/guid/9202a8c04000641f8000000009c785c8	
Bill Peterson	/guid/9202a8c04000641f8000000000bd7a9d		
William Lang	/guid/9202a8c04000641f8000000000cca3ac		
Jack Lengyel	/guid/9202a8c04000641f80000000011c032e		
Eck Curtis	/guid/9202a8c04000641f80000000076885f6		
David Lee	/guid/9202a8c04000641f80000000056becd9		
Jules V. Sikes	/guid/9202a8c04000641f8000000006c01ee1		
Leroy Brown	/guid/9202a8c04000641f8000000006c287e1		
Mike London	/guid/9202a8c04000641f8000000007321f2f		
Paul J. Davis	/guid/9202a8c04000641f8000000004676984		
Melvin Robertson	/guid/9202a8c04000641f8000000006bc865b		
Glen Harmeson	/guid/9202a8c04000641f8000000006c38dfd		
Don Lawrence	/guid/9202a8c04000641f80000000056b7bbe		
James Goff	/guid/9202a8c04000641f8000000006f7bc50		
Urban Meyer	/guid/9202a8c04000641f800000000048a943		
Jack Bicknell	/guid/9202a8c04000641f800000000095d058		
Jennings B. Whitworth	/guid/9202a8c04000641f8000000004640b14		
Al Kincaid	/guid/9202a8c04000641f8000000005e35547		
Jim Colletto	/guid/9202a8c04000641f80000000047ff55b		
Walt Harris	/guid/9202a8c04000641f800000000576f3bf		
Al Borges	/guid/9202a8c04000641f8000000005b35380		
Pete Henry	/guid/9202a8c04000641f8000000000b278fb		
Ken Meyer	/guid/9202a8c04000641f8000000000aa6919	/guid/9202a8c04000641f8000000009c78913	
Jim Lee Howell	/guid/9202a8c04000641f8000000000ac3327	/guid/9202a8c04000641f8000000009c78066	
John Rauch	/guid/9202a8c04000641f8000000000724270	/guid/9202a8c04000641f8000000009d8bfd6	
Mike Sherman	/guid/9202a8c04000641f80000000004bab1a	/guid/9202a8c04000641f8000000009c77880	
Jackie Sherrill	/guid/9202a8c04000641f8000000000a74168		
Tony Dungy	/guid/9202a8c04000641f8000000000419f39	/guid/9202a8c04000641f8000000009c77c5e	Indianapolis Colts
Andy Reid	/guid/9202a8c04000641f80000000004c7c46		Philadelphia Eagles
Wallace William Wade	/guid/9202a8c04000641f800000000073dfbf		
Xen C. Scott	/guid/9202a8c04000641f8000000000d6e610		
Keith Millard	/guid/9202a8c04000641f8000000000b3ef5f		
Howard Schnellenberger	/guid/9202a8c04000641f8000000000820a70		
John Ralston	/guid/9202a8c04000641f80000000004a91a7		
John Michelosen	/guid/9202a8c04000641f8000000000e87726	/guid/9202a8c04000641f8000000009cdc8f3	
Rick Neuheisel	/guid/9202a8c04000641f800000000076eb26		
William H. Spaulding	/guid/9202a8c04000641f8000000000da070a		
Fred J. Murphy	/guid/9202a8c04000641f8000000000ee6ac0		
J. A. Pierce	/guid/9202a8c04000641f8000000000d6048a		
Jim Mackenzie	/guid/9202a8c04000641f8000000000ce54b4		
Samuel Newton	/guid/9202a8c04000641f80000000055a2aab		
Brian Daboll	/guid/9202a8c04000641f8000000005a97907		
Jim Acree	/guid/9202a8c04000641f8000000005e40970		
Ralph Jones	/guid/9202a8c04000641f8000000000b5f720	/guid/9202a8c04000641f8000000009c77337	
Bob Snyder	/guid/9202a8c04000641f8000000000b63063	/guid/9202a8c04000641f8000000009c77ddd	
Don Coryell	/guid/9202a8c04000641f8000000000994c2a	/guid/9202a8c04000641f8000000009c77acd,/guid/9202a8c04000641f8000000009cdd108	
Tom Flores	/guid/9202a8c04000641f80000000001dd02e	/guid/9202a8c04000641f8000000009c78817,/guid/9202a8c04000641f8000000009d8bfde	
George Kerr	/guid/9202a8c04000641f8000000000e9da71		
Jim E. Mora	/guid/9202a8c04000641f80000000004caeb6	/guid/9202a8c04000641f8000000009c785e8	
Muddy Waters	/guid/9202a8c04000641f8000000000f1ccac		
Bill Michael	/guid/9202a8c04000641f8000000000d9ca89		
Mike Riley	/guid/9202a8c04000641f80000000004231cf	/guid/9202a8c04000641f8000000009cdd120	
Al Davis	/guid/9202a8c04000641f80000000001de5b5	/guid/9202a8c04000641f8000000009d8bfd2	
Doug Barfield	/guid/9202a8c04000641f8000000000d46efb		
Pop Ivy	/guid/9202a8c04000641f8000000000afde87	/guid/9202a8c04000641f8000000009c77ab9	
Abe Gibron	/guid/9202a8c04000641f8000000000a7df3f	/guid/9202a8c04000641f8000000009c77357	
Chuck Mills	/guid/9202a8c04000641f8000000000cfef55		
Lud Wray	/guid/9202a8c04000641f8000000000d44351	/guid/9202a8c04000641f8000000009c7761b,/guid/9202a8c04000641f8000000009c78449	
Chuck Knox	/guid/9202a8c04000641f8000000000802b77	/guid/9202a8c04000641f8000000009c77e0e,/guid/9202a8c04000641f8000000009c77e02,/guid/9202a8c04000641f8000000009c78813	
George Buchheit	/guid/9202a8c04000641f8000000000ee7f73		
Al Golden	/guid/9202a8c04000641f8000000000c0de69		
Ed Zaunbrecher	/guid/9202a8c04000641f8000000000affb53		
Jim McDonald	/guid/9202a8c04000641f8000000000bf07fc		
Royal Alston	/guid/9202a8c04000641f8000000000cca36a		
John Blake	/guid/9202a8c04000641f8000000000ce1715		
Glen Mason	/guid/9202a8c04000641f800000000091b235		
