name	id	coaching_history	current_team_head_coached
Jim Crowley	/guid/9202a8c04000641f8000000000c36eaf		
Jim Donnan	/guid/9202a8c04000641f8000000000d47173		
Ralph Glaze	/guid/9202a8c04000641f80000000011c0f33		
Don Strock	/guid/9202a8c04000641f80000000009bbb33		
Jeff Cravath	/guid/9202a8c04000641f8000000000d2101e		
Joe Moglia	/guid/9202a8c04000641f8000000000c0e198		
Neill Armstrong	/guid/9202a8c04000641f8000000000a7dd7f	/guid/9202a8c04000641f8000000009c7735f	
Earle Bruce	/guid/9202a8c04000641f80000000009e3018		
Tom Beck	/guid/9202a8c04000641f8000000000a05615		
Bobby April	/guid/9202a8c04000641f8000000000a82fce		
Clarence Applegran	/guid/9202a8c04000641f8000000000ee7f9f		
Eddie Robinson	/guid/9202a8c04000641f8000000000512927		
Mike Nolan	/guid/9202a8c04000641f80000000004f8670	/guid/9202a8c04000641f8000000009c7892f	
Buddy Ryan	/guid/9202a8c04000641f80000000004c7c5e	/guid/9202a8c04000641f8000000009c7765b,/guid/9202a8c04000641f8000000009c77ae9	
Robert S. \"Bob\" Carlson	/guid/9202a8c04000641f8000000006ee7d27		
Terry Donahue	/guid/9202a8c04000641f8000000000a5012e		
Mike White	/guid/9202a8c04000641f80000000007feb12	/guid/9202a8c04000641f8000000009d8bfea	
Bert Bell	/guid/9202a8c04000641f800000000000c424	/guid/9202a8c04000641f8000000009c7761f,/guid/9202a8c04000641f8000000009cdc8df	
Johnny Majors	/guid/9202a8c04000641f80000000008da0ff		
Buddy Parker	/guid/9202a8c04000641f8000000000842bf8	/guid/9202a8c04000641f8000000009c78259,/guid/9202a8c04000641f8000000009c77aa1,/guid/9202a8c04000641f8000000009cdc8ff	
Les Steckel	/guid/9202a8c04000641f800000000052eee2	/guid/9202a8c04000641f8000000009c77732	
Cam Cameron	/guid/9202a8c04000641f8000000000a83af9		
Don Shula	/guid/9202a8c04000641f80000000002f3129		
Frank Thomas	/guid/9202a8c04000641f80000000008c5c46		
Pat Narduzzi	/guid/9202a8c04000641f80000000046cb6f0		
Mouse Davis	/guid/9202a8c04000641f800000000474bdfa		
Ray Willsey	/guid/9202a8c04000641f80000000045eb1b5	/guid/9202a8c04000641f8000000009c77abd	
Dallas Ward	/guid/9202a8c04000641f8000000000d9d4b9		
Robert McNeish	/guid/9202a8c04000641f8000000000d7b39a		
Bill Wallace	/guid/9202a8c04000641f8000000000e0c1c0		
Eddie Casey	/guid/9202a8c04000641f8000000005be5a57	/guid/9202a8c04000641f8000000009c78451	
John O'Connor	/guid/9202a8c04000641f8000000004747d3b		
Fred Thomsen	/guid/9202a8c04000641f8000000004747c96		
A. W. Ehrsam	/guid/9202a8c04000641f8000000006edf79c		
Gene Mayfield	/guid/9202a8c04000641f8000000006b9b2cb		
Bob DeBesse	/guid/9202a8c04000641f8000000006bca81a		
Gil Bartosh	/guid/9202a8c04000641f8000000006af3e54		
Brad Wright	/guid/9202a8c04000641f8000000006fa55cd		
Tam Hollingshead	/guid/9202a8c04000641f8000000007683f6f		
Melvin J. \"Mel\" Binford	/guid/9202a8c04000641f8000000006ee7c97		
Tony Sparano	/guid/9202a8c04000641f8000000006f244ac		Miami Dolphins
Corky Nelson	/guid/9202a8c04000641f8000000006b54275		
Pete Lembo	/guid/9202a8c04000641f8000000006ee4679		
Frank Kimbrough	/guid/9202a8c04000641f8000000006b08c71		
James W. \"Jim\" Trimble	/guid/9202a8c04000641f8000000006ee7d1c		
Randy Sanders	/guid/9202a8c04000641f8000000006c2fa46		
Ben Wilson	/guid/9202a8c04000641f8000000006ee7e10		
Danny Rocco	/guid/9202a8c04000641f8000000006c0149b		
Gilbert Carson	/guid/9202a8c04000641f8000000006f7bba0		
Jon Heacock	/guid/9202a8c04000641f80000000056c69c4		
Red Conkright	/guid/9202a8c04000641f80000000047cf923	/guid/9202a8c04000641f8000000009d8bfce	
Clyde Smith	/guid/9202a8c04000641f800000000465a42b		
Pat Hill	/guid/9202a8c04000641f800000000090875b		
Jimmy Johnson	/guid/9202a8c04000641f80000000001db107	/guid/9202a8c04000641f8000000009c7888e	
Bear Bryant	/guid/9202a8c04000641f80000000001bb9a6	/guid/9202a8c04000641f8000000009f3d38a	
Mike Price	/guid/9202a8c04000641f80000000007ed453		
Thomas A. Clark	/guid/9202a8c04000641f8000000000ad3f22		
Joe Krivak	/guid/9202a8c04000641f8000000000cc73ad		
Turk Edwards	/guid/9202a8c04000641f8000000000b0e9c9	/guid/9202a8c04000641f8000000009c78461	
Mike Smith	/guid/9202a8c04000641f8000000000a83411		Atlanta Falcons
F. A. Dry	/guid/9202a8c04000641f8000000000d4708a		
Jerry Glanville	/guid/9202a8c04000641f80000000007fe69f	/guid/9202a8c04000641f8000000009c78709	
Bobby Jackson	/guid/9202a8c04000641f8000000006ef41cd		
Robert Brown	/guid/9202a8c04000641f8000000006c3025e		
Coach Banbury	/guid/9202a8c04000641f8000000006ee7bfb		
Noel Mazzone	/guid/9202a8c04000641f8000000006c0e186		
Gary DeLoach	/guid/9202a8c04000641f8000000007360c09		
Thornton Smallwood	/guid/9202a8c04000641f8000000006f7baad		
Jeff McInerney	/guid/9202a8c04000641f80000000074b7acb		
Cyrus E. Dietz	/guid/9202a8c04000641f8000000006edf7e9		
Jerry Moore	/guid/9202a8c04000641f80000000045da51b		
Bill Cubit	/guid/9202a8c04000641f8000000004637a44		
John McLean	/guid/9202a8c04000641f80000000055ce0e2		
Jim Butterfield	/guid/9202a8c04000641f80000000011cb04f		
John Mackovic	/guid/9202a8c04000641f80000000009c0ac1		
Chuck Amato	/guid/9202a8c04000641f8000000000553d0f		
George Young	/guid/9202a8c04000641f8000000000b3a724		
Dennis Mahan Michie	/guid/9202a8c04000641f80000000007d6c0b		
Bill Atkins	/guid/9202a8c04000641f8000000000aaee51		
Kyle Whittingham	/guid/9202a8c04000641f8000000000b190a6		
Rod Dowhower	/guid/9202a8c04000641f80000000045ee7b9		
David Elson	/guid/9202a8c04000641f8000000007339c94		
Don Clark	/guid/9202a8c04000641f80000000011c0f26		
Herman Edwards	/guid/9202a8c04000641f80000000004caee2	/guid/9202a8c04000641f8000000009cdc4bd	Kansas City Chiefs
Jack Pardee	/guid/9202a8c04000641f80000000003f82af	/guid/9202a8c04000641f8000000009c7848d,/guid/9202a8c04000641f8000000009c7735b	
Hue Jackson	/guid/9202a8c04000641f8000000000c41dd5		
Phil Dickens	/guid/9202a8c04000641f8000000000d46bcf		
Paul Hackett	/guid/9202a8c04000641f80000000009a1132		
Mike DuBose	/guid/9202a8c04000641f8000000000b06690		
Roy Kidd	/guid/9202a8c04000641f8000000000cbf98b		
Richard Williamson	/guid/9202a8c04000641f8000000000a2e68b	/guid/9202a8c04000641f8000000009c77c56	
Gene Ronzani	/guid/9202a8c04000641f800000000083ea75	/guid/9202a8c04000641f8000000009c77850	
David Cutcliffe	/guid/9202a8c04000641f8000000000952aae		
Earl Abell	/guid/9202a8c04000641f8000000000bfebdc		
Todd Grantham	/guid/9202a8c04000641f8000000000a831db		
Joe Stydahar	/guid/9202a8c04000641f80000000009f7ebf	/guid/9202a8c04000641f8000000009c77ab1,/guid/9202a8c04000641f8000000009c77de5	
Myron Witham	/guid/9202a8c04000641f8000000000d9cb39		
Doc Holliday	/guid/9202a8c04000641f8000000006ec8397		
Bob Seaman	/guid/9202a8c04000641f8000000006ec156f		
Vinny Cerrato	/guid/9202a8c04000641f800000000731e6c3		
Lamar Hoover	/guid/9202a8c04000641f8000000006ee7c48		
Joe Yukica	/guid/9202a8c04000641f80000000011c095a		
Punk Berryman	/guid/9202a8c04000641f8000000000b15f2f		
Bob Casullo	/guid/9202a8c04000641f8000000000e140d3		
Nick Skorich	/guid/9202a8c04000641f800000000093ebad	/guid/9202a8c04000641f8000000009c7763b	
Joe Gibbs	/guid/9202a8c04000641f8000000000276509	/guid/9202a8c04000641f8000000009c78491,/guid/9202a8c04000641f8000000009c784a9	
Russ Grimm	/guid/9202a8c04000641f80000000009fcca5		
Steve Mariucci	/guid/9202a8c04000641f800000000026ed57	/guid/9202a8c04000641f8000000009c7828d,/guid/9202a8c04000641f8000000009c78927	
Rick Forzano	/guid/9202a8c04000641f8000000000a8e585	/guid/9202a8c04000641f8000000009c7826d	
Mike Bellotti	/guid/9202a8c04000641f800000000049569d		
Fred Folsom	/guid/9202a8c04000641f8000000006eba2c1		
Mark Farley	/guid/9202a8c04000641f8000000006bf6b42		
Matt Simon	/guid/9202a8c04000641f8000000006b976f7		
Sam McElroy	/guid/9202a8c04000641f800000000734fb32		
Wally Bullington	/guid/9202a8c04000641f8000000006b3be0c		
H.C. Buck	/guid/9202a8c04000641f8000000006ee7bf0		
George Chaump	/guid/9202a8c04000641f8000000004676870		
W. H. Hargiss	/guid/9202a8c04000641f800000000460140d		
Bob Folwell	/guid/9202a8c04000641f800000000565a0ad	/guid/9202a8c04000641f8000000009c7804e	
Tim Walsh	/guid/9202a8c04000641f80000000056eb745		
Joe Cullen	/guid/9202a8c04000641f80000000056d7eaf		
Sid Gillman	/guid/9202a8c04000641f80000000001300e7	/guid/9202a8c04000641f8000000009cdd0f4,/guid/9202a8c04000641f8000000009c77ded	
Herman Ball	/guid/9202a8c04000641f8000000000b75752	/guid/9202a8c04000641f8000000009c78469	
Chuck Fairbanks	/guid/9202a8c04000641f8000000000a1bf95		
Ray Eklund	/guid/9202a8c04000641f8000000000ee800d		
Bart Starr	/guid/9202a8c04000641f800000000035a862	/guid/9202a8c04000641f8000000009c7786c	
Art Shell	/guid/9202a8c04000641f8000000000498639	/guid/9202a8c04000641f8000000009d8beb1,/guid/9202a8c04000641f8000000009d8bfe6	
Maurice Clarett	/guid/9202a8c04000641f80000000003234ab		
Jim Fassel	/guid/9202a8c04000641f8000000000517ed4	/guid/9202a8c04000641f8000000009c7808a	
Jeff Bowden	/guid/9202a8c04000641f8000000004692ecb		
Buck Shaw	/guid/9202a8c04000641f80000000045ee66f	/guid/9202a8c04000641f8000000009c788f7,/guid/9202a8c04000641f8000000009c77637	
Joe Salem	/guid/9202a8c04000641f80000000045da688		
Albert Exendine	/guid/9202a8c04000641f8000000004640b40		
Jerry Dalrymple	/guid/9202a8c04000641f8000000005be661d		
Bill Dole	/guid/9202a8c04000641f800000000578c6ad		
J.T. King	/guid/9202a8c04000641f8000000005583e7e		
Bill Warner	/guid/9202a8c04000641f8000000005c21926		
Elton Wieman	/guid/9202a8c04000641f8000000005c2c654		
John Marshall	/guid/9202a8c04000641f80000000011c8050		
Allie Sherman	/guid/9202a8c04000641f8000000000ece9a0	/guid/9202a8c04000641f8000000009c7806a	
Chuck Shelton	/guid/9202a8c04000641f8000000006eec93d		
Bobby Jack Wright	/guid/9202a8c04000641f8000000006f7b2bf		
Harold Railsback	/guid/9202a8c04000641f8000000006f7bad9		
Sparky Woods	/guid/9202a8c04000641f80000000074c1e1b		
Tom Young	/guid/9202a8c04000641f80000000056b7db8		
Al Molde	/guid/9202a8c04000641f80000000045d544f		
Fran Welch	/guid/9202a8c04000641f8000000006ec145c		
Kevin Bickers	/guid/9202a8c04000641f8000000006c187a9		
Shawn Watson	/guid/9202a8c04000641f8000000006ec5cf3		
Pete Reynolds	/guid/9202a8c04000641f8000000006f2fd60		
Bill Orwig	/guid/9202a8c04000641f80000000074b2e3f		
Homer Smith	/guid/9202a8c04000641f8000000006c3b871		
Rich Olson	/guid/9202a8c04000641f8000000000ca6530		
Marvin Lewis	/guid/9202a8c04000641f80000000003ce464		Cincinnati Bengals
Bob Waterfield	/guid/9202a8c04000641f800000000062c9c3	/guid/9202a8c04000641f8000000009c77df1	
Chuck Noll	/guid/9202a8c04000641f800000000034a47d	/guid/9202a8c04000641f8000000009cdc90b	
Fred Enke	/guid/9202a8c04000641f8000000000b7d378		
Ralph Friedgen	/guid/9202a8c04000641f8000000000492982		
Wes Fesler	/guid/9202a8c04000641f8000000000db4113		
Jeff Fisher	/guid/9202a8c04000641f80000000006c31dd		Tennessee Titans
Steve Logan	/guid/9202a8c04000641f800000000578d386		
Dixie Howell	/guid/9202a8c04000641f800000000465a55f		
Mike Knoll	/guid/9202a8c04000641f80000000056d07d9		
Charley Moran	/guid/9202a8c04000641f8000000000b16cc1		
Don Warren	/guid/9202a8c04000641f80000000008d1766		
Jeff Bower	/guid/9202a8c04000641f8000000000594a9f		
Biggie Munn	/guid/9202a8c04000641f8000000000aca46b		
Dous Mitchell	/guid/9202a8c04000641f8000000000d21a20		
Bob Toledo	/guid/9202a8c04000641f80000000005f02af		
Gary Crowton	/guid/9202a8c04000641f8000000000e74768		
John Fox	/guid/9202a8c04000641f80000000006f9c72		Carolina Panthers
Rick Venturi	/guid/9202a8c04000641f80000000009c24cd	/guid/9202a8c04000641f8000000009c785ec	
Sonny Grandelius	/guid/9202a8c04000641f8000000000d9d428		
David Bailiff	/guid/9202a8c04000641f80000000047c8671		
Charlie Weatherbie	/guid/9202a8c04000641f80000000046752c6		
Marchmont Schwartz	/guid/9202a8c04000641f8000000004725fb3		
Robert Winston	/guid/9202a8c04000641f800000000470fcbd		
Ed Doherty	/guid/9202a8c04000641f800000000465a4fc		
Bill Russo	/guid/9202a8c04000641f80000000091cd75d		
Fred Gillies	/guid/9202a8c04000641f8000000009423dd3	/guid/9202a8c04000641f8000000009c77a75	
Tony Mason	/guid/9202a8c04000641f8000000000da04df		
Paul Dietzel	/guid/9202a8c04000641f8000000000e40197		
Charles Melick	/guid/9202a8c04000641f8000000000cca41b		
Al Onofrio	/guid/9202a8c04000641f8000000000d21cfd		
Wesley Fry	/guid/9202a8c04000641f8000000000d7d130		
D. Leo Daley	/guid/9202a8c04000641f8000000006c33063		
Stan Hixon	/guid/9202a8c04000641f80000000055bb49b		
Gordon Wood	/guid/9202a8c04000641f8000000005711ae7		
Jack Crowe	/guid/9202a8c04000641f80000000045f21bd		
Fritz Pollard	/guid/9202a8c04000641f800000000016333d		
Mike Holmgren	/guid/9202a8c04000641f800000000049b220	/guid/9202a8c04000641f8000000009c7881f,/guid/9202a8c04000641f8000000009c77878	
Gary Kubiak	/guid/9202a8c04000641f800000000087223a		Houston Texans
Gary Blackney	/guid/9202a8c04000641f8000000006c498e6		
Bruce Chambers	/guid/9202a8c04000641f8000000006b53f05		
DeWitt Weaver	/guid/9202a8c04000641f8000000005583f91		
Theo Lemon	/guid/9202a8c04000641f8000000006bd0f2c		
Mel Tucker	/guid/9202a8c04000641f8000000006f92837		
Harry Ockerman	/guid/9202a8c04000641f8000000006c497a2		
James Pat Herron	/guid/9202a8c04000641f8000000006c32bd9		
Doug Martin	/guid/9202a8c04000641f80000000056b98e6		
Charles F. Erb	/guid/9202a8c04000641f8000000004725e3d		
George Henshaw	/guid/9202a8c04000641f80000000056d0b57		
Robb Akey	/guid/9202a8c04000641f80000000047385a9		
Ernie Hefferle	/guid/9202a8c04000641f800000000563d214	/guid/9202a8c04000641f8000000009c785d0	
Tom O'Brien	/guid/9202a8c04000641f8000000004629af0		
Bob Davie	/guid/9202a8c04000641f800000000051d162		
Dick Vermeil	/guid/9202a8c04000641f8000000000741f0c	/guid/9202a8c04000641f8000000009c77e16,/guid/9202a8c04000641f8000000009c7764f	
Charlie Waller	/guid/9202a8c04000641f800000000813c16b	/guid/9202a8c04000641f8000000009cdd0f8	
Ron Smith	/guid/9202a8c04000641f8000000000dd90bc		
Amos Foster	/guid/9202a8c04000641f8000000000e54e91		
Frank Kilroy	/guid/9202a8c04000641f8000000000c726b7		
Richie Petitbon	/guid/9202a8c04000641f80000000007fee11	/guid/9202a8c04000641f8000000009c78495	
Bill Cowher	/guid/9202a8c04000641f8000000000460bfc	/guid/9202a8c04000641f8000000009cdc90f	
John J. Tigert	/guid/9202a8c04000641f8000000000ee6be0		
Tom Holmoe	/guid/9202a8c04000641f8000000000d47125		
Edward A. Doherty	/guid/9202a8c04000641f8000000000d20903		
Marion Campbell	/guid/9202a8c04000641f80000000007fe55b	/guid/9202a8c04000641f8000000009c786f1,/guid/9202a8c04000641f8000000009c77653,/guid/9202a8c04000641f8000000009c78701	
Charley Donnelly	/guid/9202a8c04000641f8000000000cca33e		
Charles Thomas	/guid/9202a8c04000641f8000000004747cee		
Abe Martin	/guid/9202a8c04000641f800000000474538c		
Fred Goldsmith	/guid/9202a8c04000641f80000000046cc8fe		
Dudley DeGroot	/guid/9202a8c04000641f80000000045da20c	/guid/9202a8c04000641f8000000009c7845d	
George Clark	/guid/9202a8c04000641f800000000463c7f9		
Ron English	/guid/9202a8c04000641f800000000463910d		
Carmen Cozza	/guid/9202a8c04000641f80000000011cb068		
Lewis R. Freeman	/guid/9202a8c04000641f80000000011c73a3		
Clay Stapleton	/guid/9202a8c04000641f8000000000d5758d		
Guy Chamberlin	/guid/9202a8c04000641f8000000000b09f94	/guid/9202a8c04000641f8000000009c77a71	
Tony Samuel	/guid/9202a8c04000641f80000000011c486d		
Art Lewis	/guid/9202a8c04000641f8000000000be1e56	/guid/9202a8c04000641f8000000009c77dcd	
Andrew Gill	/guid/9202a8c04000641f8000000000ee6b45		
Charlie Sadler	/guid/9202a8c04000641f8000000000d46aba		
Bill Curry	/guid/9202a8c04000641f80000000009f338e		
Craig Bohl	/guid/9202a8c04000641f8000000000b20fdd		
Al Luginbill	/guid/9202a8c04000641f80000000056580d3		
Perry Moss	/guid/9202a8c04000641f80000000056d0bd3		
Don Read	/guid/9202a8c04000641f8000000004607a2f		
Jim Lookabaugh	/guid/9202a8c04000641f80000000056b7771		
Jerry Schmidt	/guid/9202a8c04000641f80000000046a2f59		
George W. Woodruff	/guid/9202a8c04000641f80000000047c6011		
Ralph Sasse	/guid/9202a8c04000641f8000000006c3b671		
Keith Smith	/guid/9202a8c04000641f8000000006f7bc92		
David Lockwood	/guid/9202a8c04000641f8000000006fa42dc		
Jay Thomas	/guid/9202a8c04000641f80000000074df34c		
Thomas Dowler	/guid/9202a8c04000641f8000000006c36207		
Chris Tormey	/guid/9202a8c04000641f8000000004694fd4		
Randy Edsall	/guid/9202a8c04000641f800000000484b4f0		
Jack Meagher	/guid/9202a8c04000641f800000000474785d		
Neil Callaway	/guid/9202a8c04000641f800000000472a266		
Norman C. Paine	/guid/9202a8c04000641f80000000045f2138		
George Terlep	/guid/9202a8c04000641f8000000005c17504		
Dana Dimel	/guid/9202a8c04000641f800000000465cf3c		
George Sanford	/guid/9202a8c04000641f8000000004725b50		
Emory Bellard	/guid/9202a8c04000641f8000000000e6a9b9		
Keith Burns	/guid/9202a8c04000641f8000000000b3d7b1		
Dick MacPherson	/guid/9202a8c04000641f80000000007adbe5		
Mike Stock	/guid/9202a8c04000641f8000000000cfe7ca		
Jerry Claiborne	/guid/9202a8c04000641f8000000000aca4fb		
Butch Davis	/guid/9202a8c04000641f80000000008007e6		
Jim Trimble	/guid/9202a8c04000641f8000000000b5e690	/guid/9202a8c04000641f8000000009c7762f	
Vince Lombardi	/guid/9202a8c04000641f800000000003ff8d	/guid/9202a8c04000641f8000000009c724ed,/guid/9202a8c04000641f8000000009c724e5	
Rick Tolley	/guid/9202a8c04000641f80000000011c0352		
Vince Gibson	/guid/9202a8c04000641f8000000000f3f145		
Roger Harring	/guid/9202a8c04000641f80000000011cb080		
Nibs Price	/guid/9202a8c04000641f80000000011c82bc		
Frank Cignetti	/guid/9202a8c04000641f80000000047a67fd		
Darrell Dickey	/guid/9202a8c04000641f8000000004725163		
Pat Morris	/guid/9202a8c04000641f80000000047f66be		
Bobby Ross	/guid/9202a8c04000641f80000000007fe5f6	/guid/9202a8c04000641f8000000009c78281,/guid/9202a8c04000641f8000000009cdd114	
Bill Doba	/guid/9202a8c04000641f8000000000783081		
Lee Corso	/guid/9202a8c04000641f80000000004f5159		
Joe Schmidt	/guid/9202a8c04000641f80000000005f47d4	/guid/9202a8c04000641f8000000009c78265	
Mike McCarthy	/guid/9202a8c04000641f80000000001c4bbf		Green Bay Packers
Frank Gansz	/guid/9202a8c04000641f80000000008c6f5b		
Hayden Fry	/guid/9202a8c04000641f80000000001ec112		
Chuck Long	/guid/9202a8c04000641f80000000006ddd23		
Frank Beamer	/guid/9202a8c04000641f80000000006d09ab		
Jimmy Conzelman	/guid/9202a8c04000641f8000000000b0e8f7	/guid/9202a8c04000641f8000000009c77a9d,/guid/9202a8c04000641f8000000009c77a95	
Dick Modzelewski	/guid/9202a8c04000641f8000000000ad1e76		
Gary Reynolds	/guid/9202a8c04000641f8000000007cfdd9b		
Keith Armstrong	/guid/9202a8c04000641f8000000006ef42f8		
Jim Bob Helduser	/guid/9202a8c04000641f8000000006fa6a2d		
Mark Richt	/guid/9202a8c04000641f800000000053d39d		
Bull Behman	/guid/9202a8c04000641f8000000000b0ccd7		
Watson Brown	/guid/9202a8c04000641f8000000000edbbdc		
Tim Lewis	/guid/9202a8c04000641f800000000064770d		
Ron Turner	/guid/9202a8c04000641f8000000000a76b97		
John Cooper	/guid/9202a8c04000641f8000000000826d57		
Wally Butts	/guid/9202a8c04000641f8000000000b250c2		
J. Winn	/guid/9202a8c04000641f8000000000ee6ae1		
Fay G. Moulton	/guid/9202a8c04000641f8000000006edf7c8		
Harold C. Ave	/guid/9202a8c04000641f8000000006f2dc9b		
Fred Honhart	/guid/9202a8c04000641f8000000006ec13e3		
Dan Allen	/guid/9202a8c04000641f80000000091cd751		
Carl Richardson	/guid/9202a8c04000641f8000000006ec254c		
Ralph Kohl	/guid/9202a8c04000641f8000000006f7bca8		
John Markey	/guid/9202a8c04000641f8000000000cca473		
Fielding Yost	/guid/9202a8c04000641f8000000000331057		
S. D. Crawford	/guid/9202a8c04000641f8000000000d7b43f		
Jeff Tedford	/guid/9202a8c04000641f800000000059240c		
Danny Ford	/guid/9202a8c04000641f80000000005a762f		
Red Strader	/guid/9202a8c04000641f8000000000b7afe2	/guid/9202a8c04000641f8000000009c788fb	
Dirk Koetter	/guid/9202a8c04000641f8000000000681022		
Joe Tiller	/guid/9202a8c04000641f80000000007bc669		
Lou Holtz	/guid/9202a8c04000641f8000000000476d14	/guid/9202a8c04000641f8000000009cdc499	
John Jenkins	/guid/9202a8c04000641f8000000000aea279		
W. J. Juneau	/guid/9202a8c04000641f8000000000ee6b18		
Darrell Bevell	/guid/9202a8c04000641f80000000007f30e5		
Chan Gailey	/guid/9202a8c04000641f80000000009f9ee2	/guid/9202a8c04000641f8000000009c7889e	
Fred Nielsen	/guid/9202a8c04000641f8000000000cca447		
Ron Vanderlinden	/guid/9202a8c04000641f8000000000cc9cb1		
George O'Leary	/guid/9202a8c04000641f80000000008bd625		
Marty Schottenheimer	/guid/9202a8c04000641f80000000004f0913	/guid/9202a8c04000641f8000000009c784a1,/guid/9202a8c04000641f8000000009cdd124	
Norb Hecker	/guid/9202a8c04000641f8000000000b831f1	/guid/9202a8c04000641f8000000009c786e9	
Don Morton	/guid/9202a8c04000641f8000000000d46e40		
Bobby Wallace	/guid/9202a8c04000641f8000000000bd15af		
Earl Blaik	/guid/9202a8c04000641f800000000072ddcf		
Jay Berwanger	/guid/9202a8c04000641f800000000018b1b9		
Dennis Parker	/guid/9202a8c04000641f8000000006b3688e		
Ed Cavanaugh	/guid/9202a8c04000641f8000000006c3b888		
Carey Bailey	/guid/9202a8c04000641f80000000074a5291		
M. B. Banks	/guid/9202a8c04000641f8000000000d68570		
James Coulter	/guid/9202a8c04000641f8000000000f0c4ad		
Dave Baldwin	/guid/9202a8c04000641f8000000000d21908		
Jock Sutherland	/guid/9202a8c04000641f8000000000a13f8a	/guid/9202a8c04000641f8000000009cdc8ef	
Curley Byrd	/guid/9202a8c04000641f8000000000785b0e		
Bennie Oosterbaan	/guid/9202a8c04000641f80000000006b1f46		
George Halas	/guid/9202a8c04000641f80000000002f0171	/guid/9202a8c04000641f8000000009c77333,/guid/9202a8c04000641f8000000009c7734f,/guid/9202a8c04000641f8000000009c77347,/guid/9202a8c04000641f8000000009c7733b	
Doc Blanchard	/guid/9202a8c04000641f8000000000841496		
Roger Thomas	/guid/9202a8c04000641f8000000000b2162f		
Stump Mitchell	/guid/9202a8c04000641f8000000000e73fe8		
Knowlton Ames	/guid/9202a8c04000641f8000000000e7b71e		
Todd Graham	/guid/9202a8c04000641f80000000047b3946		
Tony Knap	/guid/9202a8c04000641f8000000004670f77		
Bill Yung	/guid/9202a8c04000641f80000000047476c6		
Dan Mullen	/guid/9202a8c04000641f80000000046ebfff		
Len Casanova	/guid/9202a8c04000641f80000000011c601a		
E.Y. Freeland	/guid/9202a8c04000641f8000000005584180		
Walter Camp	/guid/9202a8c04000641f800000000013fd2f		
Henry Ellard	/guid/9202a8c04000641f80000000004c09c5		
John Parchman	/guid/9202a8c04000641f8000000005b066b5		
Mike DeBord	/guid/9202a8c04000641f80000000046d6563		
Tim Reynolds	/guid/9202a8c04000641f8000000005666b7c		
